GEOFIPS,Geo_QName,Geo_NAME,Occupied Housing Units,Owner Occupied,Renter Occupied,Median Value
06037480802,"Census Tract 4808.02, Los Angeles County, California",Census Tract 4808.02,1127,792,335,625700
06037480803,"Census Tract 4808.03, Los Angeles County, California",Census Tract 4808.03,1206,688,518,654500
06037480804,"Census Tract 4808.04, Los Angeles County, California",Census Tract 4808.04,1846,400,1446,620500
06037480901,"Census Tract 4809.01, Los Angeles County, California",Census Tract 4809.01,1667,349,1318,616900
06037480902,"Census Tract 4809.02, Los Angeles County, California",Census Tract 4809.02,1411,251,1160,535100
06037480903,"Census Tract 4809.03, Los Angeles County, California",Census Tract 4809.03,1041,370,671,661200
06037481001,"Census Tract 4810.01, Los Angeles County, California",Census Tract 4810.01,1705,531,1174,650500
06037481002,"Census Tract 4810.02, Los Angeles County, California",Census Tract 4810.02,2026,602,1424,624600
06037481101,"Census Tract 4811.01, Los Angeles County, California",Census Tract 4811.01,1407,298,1109,675000
06037481102,"Census Tract 4811.02, Los Angeles County, California",Census Tract 4811.02,1281,149,1132,583700
06037481103,"Census Tract 4811.03, Los Angeles County, California",Census Tract 4811.03,1705,937,768,768300
06037481201,"Census Tract 4812.01, Los Angeles County, California",Census Tract 4812.01,1285,605,680,667800
06037481203,"Census Tract 4812.03, Los Angeles County, California",Census Tract 4812.03,1958,906,1052,678700
06037481300,"Census Tract 4813, Los Angeles County, California",Census Tract 4813,848,516,332,641200
06037481401,"Census Tract 4814.01, Los Angeles County, California",Census Tract 4814.01,1599,689,910,655900
06037481403,"Census Tract 4814.03, Los Angeles County, California",Census Tract 4814.03,905,366,539,752900
06037481404,"Census Tract 4814.04, Los Angeles County, California",Census Tract 4814.04,1142,652,490,748300
06037481500,"Census Tract 4815, Los Angeles County, California",Census Tract 4815,1519,942,577,655700
06037481603,"Census Tract 4816.03, Los Angeles County, California",Census Tract 4816.03,1151,570,581,685500
06037481604,"Census Tract 4816.04, Los Angeles County, California",Census Tract 4816.04,1413,516,897,579600
06037481605,"Census Tract 4816.05, Los Angeles County, California",Census Tract 4816.05,1011,431,580,576400
06037481606,"Census Tract 4816.06, Los Angeles County, California",Census Tract 4816.06,1611,455,1156,642500
06037481711,"Census Tract 4817.11, Los Angeles County, California",Census Tract 4817.11,1325,289,1036,534800
06037481712,"Census Tract 4817.12, Los Angeles County, California",Census Tract 4817.12,1709,476,1233,665900
06037481713,"Census Tract 4817.13, Los Angeles County, California",Census Tract 4817.13,968,375,593,624500
06037481714,"Census Tract 4817.14, Los Angeles County, California",Census Tract 4817.14,952,252,700,508000
06037481800,"Census Tract 4818, Los Angeles County, California",Census Tract 4818,845,696,149,666900
06037481901,"Census Tract 4819.01, Los Angeles County, California",Census Tract 4819.01,2070,1433,637,667600
06037481902,"Census Tract 4819.02, Los Angeles County, California",Census Tract 4819.02,1094,591,503,659800
06037482001,"Census Tract 4820.01, Los Angeles County, California",Census Tract 4820.01,927,785,142,735700
06037482002,"Census Tract 4820.02, Los Angeles County, California",Census Tract 4820.02,2589,1452,1137,806300
06037482101,"Census Tract 4821.01, Los Angeles County, California",Census Tract 4821.01,1474,718,756,675100
06037482102,"Census Tract 4821.02, Los Angeles County, California",Census Tract 4821.02,1068,842,226,789300
06037482201,"Census Tract 4822.01, Los Angeles County, California",Census Tract 4822.01,1278,583,695,660200
06037482202,"Census Tract 4822.02, Los Angeles County, California",Census Tract 4822.02,1672,518,1154,607000
06037482301,"Census Tract 4823.01, Los Angeles County, California",Census Tract 4823.01,1335,639,696,711800
06037482303,"Census Tract 4823.03, Los Angeles County, California",Census Tract 4823.03,1405,491,914,630000
06037482304,"Census Tract 4823.04, Los Angeles County, California",Census Tract 4823.04,783,150,633,605400
06037482401,"Census Tract 4824.01, Los Angeles County, California",Census Tract 4824.01,954,371,583,680300
06037482403,"Census Tract 4824.03, Los Angeles County, California",Census Tract 4824.03,892,273,619,555900
06037482404,"Census Tract 4824.04, Los Angeles County, California",Census Tract 4824.04,1184,963,221,511000
06037482502,"Census Tract 4825.02, Los Angeles County, California",Census Tract 4825.02,831,351,480,612800
06037482503,"Census Tract 4825.03, Los Angeles County, California",Census Tract 4825.03,993,405,588,617700
06037482521,"Census Tract 4825.21, Los Angeles County, California",Census Tract 4825.21,1444,1053,391,538700
06037482522,"Census Tract 4825.22, Los Angeles County, California",Census Tract 4825.22,1541,1001,540,428500
06037482600,"Census Tract 4826, Los Angeles County, California",Census Tract 4826,2256,1537,719,672500
06037482701,"Census Tract 4827.01, Los Angeles County, California",Census Tract 4827.01,1331,699,632,622600
06037482702,"Census Tract 4827.02, Los Angeles County, California",Census Tract 4827.02,839,583,256,624700
06037482801,"Census Tract 4828.01, Los Angeles County, California",Census Tract 4828.01,1290,866,424,625400
06037500100,"Census Tract 5001, Los Angeles County, California",Census Tract 5001,1110,1077,33,936600
06037500202,"Census Tract 5002.02, Los Angeles County, California",Census Tract 5002.02,1495,1306,189,1011200
06037500203,"Census Tract 5002.03, Los Angeles County, California",Census Tract 5002.03,1243,1158,85,705600
06037500204,"Census Tract 5002.04, Los Angeles County, California",Census Tract 5002.04,956,856,100,896200
06037500300,"Census Tract 5003, Los Angeles County, California",Census Tract 5003,1136,1038,98,688800
06037500402,"Census Tract 5004.02, Los Angeles County, California",Census Tract 5004.02,1210,647,563,519600
06037500403,"Census Tract 5004.03, Los Angeles County, California",Census Tract 5004.03,1074,1008,66,469700
06037500404,"Census Tract 5004.04, Los Angeles County, California",Census Tract 5004.04,1213,934,279,490800
06037500500,"Census Tract 5005, Los Angeles County, California",Census Tract 5005,830,584,246,379000
06037500600,"Census Tract 5006, Los Angeles County, California",Census Tract 5006,1247,988,259,457200
06037500700,"Census Tract 5007, Los Angeles County, California",Census Tract 5007,1851,1399,452,483900
06037500800,"Census Tract 5008, Los Angeles County, California",Census Tract 5008,1331,985,346,498000
06037500900,"Census Tract 5009, Los Angeles County, California",Census Tract 5009,1851,810,1041,496900
06037501001,"Census Tract 5010.01, Los Angeles County, California",Census Tract 5010.01,734,449,285,480500
06037501002,"Census Tract 5010.02, Los Angeles County, California",Census Tract 5010.02,1364,1127,237,524400
06037501200,"Census Tract 5012, Los Angeles County, California",Census Tract 5012,1435,1011,424,577200
06037501301,"Census Tract 5013.01, Los Angeles County, California",Census Tract 5013.01,1080,830,250,614100
06037501302,"Census Tract 5013.02, Los Angeles County, California",Census Tract 5013.02,1573,809,764,625200
06037501400,"Census Tract 5014, Los Angeles County, California",Census Tract 5014,1211,360,851,588500
06037501501,"Census Tract 5015.01, Los Angeles County, California",Census Tract 5015.01,847,694,153,694900
06037501503,"Census Tract 5015.03, Los Angeles County, California",Census Tract 5015.03,1874,373,1501,625800
06037501504,"Census Tract 5015.04, Los Angeles County, California",Census Tract 5015.04,1475,162,1313,497300
06037501600,"Census Tract 5016, Los Angeles County, California",Census Tract 5016,2212,1380,832,802200
06037501700,"Census Tract 5017, Los Angeles County, California",Census Tract 5017,1326,890,436,634300
06037501802,"Census Tract 5018.02, Los Angeles County, California",Census Tract 5018.02,1231,685,546,625500
06037501803,"Census Tract 5018.03, Los Angeles County, California",Census Tract 5018.03,1421,231,1190,595900
06037501804,"Census Tract 5018.04, Los Angeles County, California",Census Tract 5018.04,761,163,598,445600
06037501900,"Census Tract 5019, Los Angeles County, California",Census Tract 5019,1289,1063,226,567400
06037502003,"Census Tract 5020.03, Los Angeles County, California",Census Tract 5020.03,709,387,322,483300
06037502004,"Census Tract 5020.04, Los Angeles County, California",Census Tract 5020.04,973,530,443,490400
06037502005,"Census Tract 5020.05, Los Angeles County, California",Census Tract 5020.05,1259,763,496,549100
06037502100,"Census Tract 5021, Los Angeles County, California",Census Tract 5021,1637,1154,483,486000
06037502200,"Census Tract 5022, Los Angeles County, California",Census Tract 5022,1898,1190,708,498100
06037502303,"Census Tract 5023.03, Los Angeles County, California",Census Tract 5023.03,2004,1318,686,513000
06037502401,"Census Tract 5024.01, Los Angeles County, California",Census Tract 5024.01,1351,893,458,522700
06037502402,"Census Tract 5024.02, Los Angeles County, California",Census Tract 5024.02,962,854,108,506900
06037502500,"Census Tract 5025, Los Angeles County, California",Census Tract 5025,1165,651,514,483000
06037502602,"Census Tract 5026.02, Los Angeles County, California",Census Tract 5026.02,1265,535,730,543100
06037502603,"Census Tract 5026.03, Los Angeles County, California",Census Tract 5026.03,788,685,103,549200
06037502604,"Census Tract 5026.04, Los Angeles County, California",Census Tract 5026.04,1130,1055,75,552800
06037502700,"Census Tract 5027, Los Angeles County, California",Census Tract 5027,1990,1470,520,471800
06037502801,"Census Tract 5028.01, Los Angeles County, California",Census Tract 5028.01,1806,1592,214,520500
06037502901,"Census Tract 5029.01, Los Angeles County, California",Census Tract 5029.01,1563,1290,273,519600
06037503000,"Census Tract 5030, Los Angeles County, California",Census Tract 5030,1460,618,842,528300
06037503103,"Census Tract 5031.03, Los Angeles County, California",Census Tract 5031.03,1289,948,341,478700
06037503104,"Census Tract 5031.04, Los Angeles County, California",Census Tract 5031.04,672,469,203,468000
06037503105,"Census Tract 5031.05, Los Angeles County, California",Census Tract 5031.05,934,559,375,536700
06037503106,"Census Tract 5031.06, Los Angeles County, California",Census Tract 5031.06,1176,753,423,575500
06037503201,"Census Tract 5032.01, Los Angeles County, California",Census Tract 5032.01,1015,979,36,600300
06037503202,"Census Tract 5032.02, Los Angeles County, California",Census Tract 5032.02,1318,874,444,546800
06037503301,"Census Tract 5033.01, Los Angeles County, California",Census Tract 5033.01,1099,916,183,600500
06037503302,"Census Tract 5033.02, Los Angeles County, California",Census Tract 5033.02,1824,900,924,584300
06037503401,"Census Tract 5034.01, Los Angeles County, California",Census Tract 5034.01,2209,1628,581,607500
06037503402,"Census Tract 5034.02, Los Angeles County, California",Census Tract 5034.02,1294,1002,292,621600
06037503501,"Census Tract 5035.01, Los Angeles County, California",Census Tract 5035.01,1943,1239,704,577900
06037503502,"Census Tract 5035.02, Los Angeles County, California",Census Tract 5035.02,1114,880,234,564200
06037503601,"Census Tract 5036.01, Los Angeles County, California",Census Tract 5036.01,1209,978,231,614400
06037503602,"Census Tract 5036.02, Los Angeles County, California",Census Tract 5036.02,1149,1068,81,816100
06037503701,"Census Tract 5037.01, Los Angeles County, California",Census Tract 5037.01,1629,944,685,625800
06037503702,"Census Tract 5037.02, Los Angeles County, California",Census Tract 5037.02,1717,1089,628,626300
06037503704,"Census Tract 5037.04, Los Angeles County, California",Census Tract 5037.04,1952,1421,531,663000
06037503705,"Census Tract 5037.05, Los Angeles County, California",Census Tract 5037.05,1080,759,321,717600
06037503801,"Census Tract 5038.01, Los Angeles County, California",Census Tract 5038.01,1186,852,334,621900
06037503802,"Census Tract 5038.02, Los Angeles County, California",Census Tract 5038.02,1693,1373,320,616300
06037503901,"Census Tract 5039.01, Los Angeles County, California",Census Tract 5039.01,697,608,89,624700
06037503902,"Census Tract 5039.02, Los Angeles County, California",Census Tract 5039.02,1502,1261,241,615800
06037504001,"Census Tract 5040.01, Los Angeles County, California",Census Tract 5040.01,1407,1026,381,608800
06037504002,"Census Tract 5040.02, Los Angeles County, California",Census Tract 5040.02,1499,1227,272,625900
06037504101,"Census Tract 5041.01, Los Angeles County, California",Census Tract 5041.01,1305,790,515,505200
06037504200,"Census Tract 5042, Los Angeles County, California",Census Tract 5042,2273,808,1465,563900
06037530005,"Census Tract 5300.05, Los Angeles County, California",Census Tract 5300.05,1246,912,334,698200
06037530006,"Census Tract 5300.06, Los Angeles County, California",Census Tract 5300.06,1649,384,1265,509500
06037530007,"Census Tract 5300.07, Los Angeles County, California",Census Tract 5300.07,2075,1536,539,640700
06037530101,"Census Tract 5301.01, Los Angeles County, California",Census Tract 5301.01,1691,441,1250,467500
06037530102,"Census Tract 5301.02, Los Angeles County, California",Census Tract 5301.02,1576,528,1048,567500
