Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A09003_001
"06037461000","Census Tract 4610, Los Angeles County, California","ACSSF","ca","140","00","0005666",,,,,"06","037",,,"461000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461000","Census Tract 4610",,,,6118,8961.06,0.682731734664408,6118,1552,2026,92,212,0,1698,538,6118,2909,556,2011,6,212,0,0,124,3209,996,15,86,0,0,1698,414,33
"06037461100","Census Tract 4611, Los Angeles County, California","ACSSF","ca","140","00","0005667",,,,,"06","037",,,"461100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461100","Census Tract 4611",,,,5012,6657.746,0.752807348914358,5012,1947,855,212,152,0,1358,488,5012,2760,1571,833,0,152,0,0,204,2252,376,22,212,0,0,1358,284,25
"06037461200","Census Tract 4612, Los Angeles County, California","ACSSF","ca","140","00","0005668",,,,,"06","037",,,"461200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461200","Census Tract 4612",,,,4593,4843.989,0.948185474218413,4593,3077,476,9,157,0,303,571,4593,3510,2628,476,9,143,0,38,216,1083,449,0,0,14,0,265,355,29
"06037461300","Census Tract 4613, Los Angeles County, California","ACSSF","ca","140","00","0005669",,,,,"06","037",,,"461300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461300","Census Tract 4613",,,,6506,8647.298,0.752373756171843,6506,4813,61,20,447,4,451,710,6506,5275,4197,61,20,447,4,0,546,1231,616,0,0,0,0,451,164,27
"06037461400","Census Tract 4614, Los Angeles County, California","ACSSF","ca","140","00","0005670",,,,,"06","037",,,"461400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461400","Census Tract 4614",,,,3028,7713.256,0.392570930830568,3028,1817,259,51,157,0,244,500,3028,1943,1283,226,5,157,0,0,272,1085,534,33,46,0,0,244,228,25
"06037461501","Census Tract 4615.01, Los Angeles County, California","ACSSF","ca","140","00","0005671",,,,,"06","037",,,"461501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461501","Census Tract 4615.01",,,,3693,9526.093,0.387672066434285,3693,1425,549,4,304,0,943,468,3693,1900,852,549,0,304,0,4,191,1793,573,0,4,0,0,939,277,32
"06037461502","Census Tract 4615.02, Los Angeles County, California","ACSSF","ca","140","00","0005672",,,,,"06","037",,,"461502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461502","Census Tract 4615.02",,,,6355,14037.04,0.452730669022405,6355,1907,1229,71,457,0,2256,435,6355,3064,1287,1158,4,457,0,10,148,3291,620,71,67,0,0,2246,287,29
"06037461600","Census Tract 4616, Los Angeles County, California","ACSSF","ca","140","00","0005673",,,,,"06","037",,,"461600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461600","Census Tract 4616",,,,5870,9149.853,0.641540424125517,5870,2150,877,0,685,0,1658,500,5870,2537,765,877,0,679,0,4,212,3333,1385,0,0,6,0,1654,288,22
"06037461700","Census Tract 4617, Los Angeles County, California","ACSSF","ca","140","00","0005674",,,,,"06","037",,,"461700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461700","Census Tract 4617",,,,1369,1623.245,0.843372633386718,1369,927,90,0,155,0,100,97,1369,1124,869,75,0,155,0,0,25,245,58,15,0,0,0,100,72,28
"06037461901","Census Tract 4619.01, Los Angeles County, California","ACSSF","ca","140","00","0005675",,,,,"06","037",,,"461901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461901","Census Tract 4619.01",,,,4950,14589.07,0.339295008316641,4950,1377,505,35,487,16,1695,835,4950,1824,738,447,7,475,16,0,141,3126,639,58,28,12,0,1695,694,26
"06037461902","Census Tract 4619.02, Los Angeles County, California","ACSSF","ca","140","00","0005676",,,,,"06","037",,,"461902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037461902","Census Tract 4619.02",,,,1919,5949.976,0.322522343732867,1919,799,198,29,519,0,194,180,1919,1504,686,198,29,519,0,25,47,415,113,0,0,0,0,169,133,27
"06037462001","Census Tract 4620.01, Los Angeles County, California","ACSSF","ca","140","00","0005677",,,,,"06","037",,,"462001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462001","Census Tract 4620.01",,,,4773,24158.38,0.197571185658003,4773,1009,577,69,154,0,2619,345,4773,1271,395,577,0,154,0,61,84,3502,614,0,69,0,0,2558,261,37
"06037462002","Census Tract 4620.02, Los Angeles County, California","ACSSF","ca","140","00","0005678",,,,,"06","037",,,"462002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462002","Census Tract 4620.02",,,,3646,18460.31,0.197504776083905,3646,658,659,48,149,19,1951,162,3646,1248,357,659,33,149,0,10,40,2398,301,0,15,0,19,1941,122,33
"06037462100","Census Tract 4621, Los Angeles County, California","ACSSF","ca","140","00","0005679",,,,,"06","037",,,"462100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462100","Census Tract 4621",,,,5471,13573.68,0.403059396414192,5471,1638,297,0,673,0,2208,655,5471,2699,1281,297,0,673,0,64,384,2772,357,0,0,0,0,2144,271,29
"06037462201","Census Tract 4622.01, Los Angeles County, California","ACSSF","ca","140","00","0005680",,,,,"06","037",,,"462201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462201","Census Tract 4622.01",,,,3701,17855.37,0.207276636030746,3701,1559,218,0,614,0,669,641,3701,2202,1277,218,0,599,0,0,108,1499,282,0,0,15,0,669,533,24
"06037462202","Census Tract 4622.02, Los Angeles County, California","ACSSF","ca","140","00","0005681",,,,,"06","037",,,"462202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462202","Census Tract 4622.02",,,,2873,13094.47,0.219405649755906,2873,1315,150,0,926,0,315,167,2873,2355,1119,150,0,919,0,44,123,518,196,0,0,7,0,271,44,27
"06037462301","Census Tract 4623.01, Los Angeles County, California","ACSSF","ca","140","00","0005682",,,,,"06","037",,,"462301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462301","Census Tract 4623.01",,,,4780,19574.06,0.244200745331639,4780,1958,301,16,489,22,1625,369,4780,1990,988,301,16,489,22,0,174,2790,970,0,0,0,0,1625,195,25
"06037462302","Census Tract 4623.02, Los Angeles County, California","ACSSF","ca","140","00","0005683",,,,,"06","037",,,"462302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462302","Census Tract 4623.02",,,,3157,11664.71,0.270645269398932,3157,1294,259,8,612,0,641,343,3157,2117,1042,249,0,612,0,0,214,1040,252,10,8,0,0,641,129,27
"06037462400","Census Tract 4624, Los Angeles County, California","ACSSF","ca","140","00","0005684",,,,,"06","037",,,"462400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462400","Census Tract 4624",,,,3709,7358.377,0.504051370122178,3709,2031,83,41,477,0,603,474,3709,2378,1592,72,35,477,0,30,172,1331,439,11,6,0,0,573,302,24
"06037462500","Census Tract 4625, Los Angeles County, California","ACSSF","ca","140","00","0005685",,,,,"06","037",,,"462500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462500","Census Tract 4625",,,,6559,7011.524,0.935459932632893,6559,3352,219,40,1848,0,173,927,6559,5155,2698,219,0,1796,0,18,424,1404,654,0,40,52,0,155,503,31
"06037462600","Census Tract 4626, Los Angeles County, California","ACSSF","ca","140","00","0005686",,,,,"06","037",,,"462600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462600","Census Tract 4626",,,,2317,5722.723,0.404877165454048,2317,1479,75,0,232,0,142,389,2317,1668,1200,75,0,190,0,0,203,649,279,0,0,42,0,142,186,30
"06037462700","Census Tract 4627, Los Angeles County, California","ACSSF","ca","140","00","0005687",,,,,"06","037",,,"462700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462700","Census Tract 4627",,,,5408,8359.433,0.646933885407963,5408,2170,302,0,1237,0,1239,460,5408,3504,1792,302,0,1237,0,21,152,1904,378,0,0,0,0,1218,308,27
"06037462800","Census Tract 4628, Los Angeles County, California","ACSSF","ca","140","00","0005688",,,,,"06","037",,,"462800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462800","Census Tract 4628",,,,2739,6298.524,0.434863790874707,2739,1392,206,0,478,14,327,322,2739,1855,1092,206,0,381,14,0,162,884,300,0,0,97,0,327,160,23
"06037462900","Census Tract 4629, Los Angeles County, California","ACSSF","ca","140","00","0005689",,,,,"06","037",,,"462900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037462900","Census Tract 4629",,,,3681,4065.95,0.905323499568338,3681,1988,175,0,701,0,303,514,3681,2362,1331,114,0,701,0,0,216,1319,657,61,0,0,0,303,298,30
"06037463000","Census Tract 4630, Los Angeles County, California","ACSSF","ca","140","00","0005690",,,,,"06","037",,,"463000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463000","Census Tract 4630",,,,2873,4095.612,0.70148240069066,2873,1365,218,0,810,0,50,430,2873,2331,1042,210,0,810,0,50,219,542,323,8,0,0,0,0,211,26
"06037463103","Census Tract 4631.03, Los Angeles County, California","ACSSF","ca","140","00","0005691",,,,,"06","037",,,"463103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463103","Census Tract 4631.03",,,,5913,4182.088,1.41388685970746,5913,2554,140,49,1796,27,930,417,5913,3626,1473,132,0,1791,27,0,203,2287,1081,8,49,5,0,930,214,32
"06037463200","Census Tract 4632, Los Angeles County, California","ACSSF","ca","140","00","0005692",,,,,"06","037",,,"463200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463200","Census Tract 4632",,,,3481,5535.892,0.628805616087797,3481,1597,170,0,977,17,360,360,3481,2489,1194,170,0,977,17,0,131,992,403,0,0,0,0,360,229,34
"06037463300","Census Tract 4633, Los Angeles County, California","ACSSF","ca","140","00","0005693",,,,,"06","037",,,"463300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463300","Census Tract 4633",,,,1937,7605.083,0.254698091265288,1937,1010,58,0,662,0,77,130,1937,1681,892,58,0,662,0,6,63,256,118,0,0,0,0,71,67,30
"06037463400","Census Tract 4634, Los Angeles County, California","ACSSF","ca","140","00","0005694",,,,,"06","037",,,"463400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463400","Census Tract 4634",,,,5710,7675.918,0.743884913752496,5710,2516,495,51,1617,0,675,356,5710,4284,1973,495,19,1604,0,28,165,1426,543,0,32,13,0,647,191,33
"06037463500","Census Tract 4635, Los Angeles County, California","ACSSF","ca","140","00","0005695",,,,,"06","037",,,"463500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463500","Census Tract 4635",,,,5728,8820.193,0.649418839006204,5728,3477,143,12,1579,3,172,342,5728,4747,2767,125,12,1579,0,8,256,981,710,18,0,0,3,164,86,27
"06037463601","Census Tract 4636.01, Los Angeles County, California","ACSSF","ca","140","00","0005696",,,,,"06","037",,,"463601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463601","Census Tract 4636.01",,,,5907,16483.55,0.35835725879811,5907,3244,196,10,1587,16,422,432,5907,4542,2569,180,0,1543,0,0,250,1365,675,16,10,44,16,422,182,25
"06037463602","Census Tract 4636.02, Los Angeles County, California","ACSSF","ca","140","00","0005697",,,,,"06","037",,,"463602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463602","Census Tract 4636.02",,,,5818,16244.7,0.35814760531709,5818,2577,272,50,1956,0,296,667,5818,4510,2023,272,0,1925,0,0,290,1308,554,0,50,31,0,296,377,33
"06037463700","Census Tract 4637, Los Angeles County, California","ACSSF","ca","140","00","0005698",,,,,"06","037",,,"463700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463700","Census Tract 4637",,,,3250,4878.808,0.666146329635504,3250,2107,140,0,441,0,153,409,3250,2717,1993,140,0,416,0,0,168,533,114,0,0,25,0,153,241,28
"06037463800","Census Tract 4638, Los Angeles County, California","ACSSF","ca","140","00","0005699",,,,,"06","037",,,"463800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463800","Census Tract 4638",,,,4191,3817.968,1.09770431368794,4191,2498,38,0,707,0,345,603,4191,3329,2150,38,0,707,0,112,322,862,348,0,0,0,0,233,281,25
"06037463900","Census Tract 4639, Los Angeles County, California","ACSSF","ca","140","00","0005700",,,,,"06","037",,,"463900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037463900","Census Tract 4639",,,,3166,4377.177,0.723297173577638,3166,2074,130,33,590,0,97,242,3166,2716,1788,130,33,590,0,20,155,450,286,0,0,0,0,77,87,27
"06037464000","Census Tract 4640, Los Angeles County, California","ACSSF","ca","140","00","0005701",,,,,"06","037",,,"464000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464000","Census Tract 4640",,,,5547,4569.099,1.21402492984523,5547,3050,479,0,1306,0,225,487,5547,4531,2451,473,0,1306,0,44,257,1016,599,6,0,0,0,181,230,30
"06037464101","Census Tract 4641.01, Los Angeles County, California","ACSSF","ca","140","00","0005702",,,,,"06","037",,,"464101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464101","Census Tract 4641.01",,,,2179,1776.401,1.22663772959566,2179,633,0,0,1534,0,0,12,2179,2160,614,0,0,1534,0,0,12,19,19,0,0,0,0,0,0,23
"06037464102","Census Tract 4641.02, Los Angeles County, California","ACSSF","ca","140","00","0005703",,,,,"06","037",,,"464102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464102","Census Tract 4641.02",,,,4577,3844.948,1.19039316012275,4577,1386,21,0,2910,25,73,162,4577,4169,1125,21,0,2910,25,0,88,408,261,0,0,0,0,73,74,25
"06037464200","Census Tract 4642, Los Angeles County, California","ACSSF","ca","140","00","0005704",,,,,"06","037",,,"464200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037464200","Census Tract 4642",,,,5864,4403.533,1.33165790729532,5864,1415,22,10,3953,0,191,273,5864,5411,1251,22,0,3953,0,0,185,453,164,0,10,0,0,191,88,34
"06037480002","Census Tract 4800.02, Los Angeles County, California","ACSSF","ca","140","00","0005705",,,,,"06","037",,,"480002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480002","Census Tract 4800.02",,,,3977,7337.767,0.541990542041121,3977,1064,13,0,2466,0,285,149,3977,3369,831,13,0,2451,0,38,36,608,233,0,0,15,0,247,113,36
"06037480011","Census Tract 4800.11, Los Angeles County, California","ACSSF","ca","140","00","0005706",,,,,"06","037",,,"480011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480011","Census Tract 4800.11",,,,5218,12384.52,0.42133245404998,5218,1378,64,31,2603,0,883,259,5218,3521,799,64,0,2603,0,0,55,1697,579,0,31,0,0,883,204,27
"06037480012","Census Tract 4800.12, Los Angeles County, California","ACSSF","ca","140","00","0005707",,,,,"06","037",,,"480012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480012","Census Tract 4800.12",,,,4813,9716.965,0.495319283332587,4813,1177,70,0,2844,41,382,299,4813,3919,835,70,0,2821,41,0,152,894,342,0,0,23,0,382,147,35
"06037480101","Census Tract 4801.01, Los Angeles County, California","ACSSF","ca","140","00","0005708",,,,,"06","037",,,"480101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480101","Census Tract 4801.01",,,,4116,9377.378,0.43892867457301,4116,611,4,13,3281,0,61,146,4116,3888,480,4,13,3281,0,0,110,228,131,0,0,0,0,61,36,30
"06037480102","Census Tract 4801.02, Los Angeles County, California","ACSSF","ca","140","00","0005709",,,,,"06","037",,,"480102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480102","Census Tract 4801.02",,,,4388,9251.779,0.474287139554315,4388,1033,36,122,2627,0,313,257,4388,3564,788,36,0,2627,0,0,113,824,245,0,122,0,0,313,144,33
"06037480201","Census Tract 4802.01, Los Angeles County, California","ACSSF","ca","140","00","0005710",,,,,"06","037",,,"480201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480201","Census Tract 4802.01",,,,3479,5884.906,0.591173395397971,3479,1275,17,0,1081,8,703,395,3479,2323,1067,17,0,1081,8,7,143,1156,208,0,0,0,0,696,252,33
"06037480202","Census Tract 4802.02, Los Angeles County, California","ACSSF","ca","140","00","0005711",,,,,"06","037",,,"480202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480202","Census Tract 4802.02",,,,2595,4436.158,0.584965644628469,2595,718,38,20,1302,0,286,231,2595,2008,527,31,20,1293,0,12,125,587,191,7,0,9,0,274,106,26
"06037480302","Census Tract 4803.02, Los Angeles County, California","ACSSF","ca","140","00","0005712",,,,,"06","037",,,"480302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480302","Census Tract 4803.02",,,,4262,10508.24,0.405586435149506,4262,1515,21,42,1777,11,429,467,4262,2622,712,21,42,1709,0,0,138,1640,803,0,0,68,11,429,329,29
"06037480303","Census Tract 4803.03, Los Angeles County, California","ACSSF","ca","140","00","0005713",,,,,"06","037",,,"480303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480303","Census Tract 4803.03",,,,4416,25324.63,0.174375711393257,4416,742,226,7,2258,0,835,348,4416,2905,363,188,0,2243,0,0,111,1511,379,38,7,15,0,835,237,33
"06037480304","Census Tract 4803.04, Los Angeles County, California","ACSSF","ca","140","00","0005714",,,,,"06","037",,,"480304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480304","Census Tract 4803.04",,,,4491,26639.02,0.168587267585796,4491,654,73,36,2522,0,990,216,4491,2982,372,71,0,2522,0,1,16,1509,282,2,36,0,0,989,200,30
"06037480400","Census Tract 4804, Los Angeles County, California","ACSSF","ca","140","00","0005715",,,,,"06","037",,,"480400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480400","Census Tract 4804",,,,5650,11383.06,0.496351720548512,5650,1781,67,27,2468,0,825,482,5650,3715,886,43,0,2468,0,29,289,1935,895,24,27,0,0,796,193,31
"06037480500","Census Tract 4805, Los Angeles County, California","ACSSF","ca","140","00","0005716",,,,,"06","037",,,"480500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480500","Census Tract 4805",,,,5263,6455.782,0.815238140099491,5263,3294,38,0,1184,0,460,287,5263,4264,2795,38,0,1184,0,75,172,999,499,0,0,0,0,385,115,28
"06037480601","Census Tract 4806.01, Los Angeles County, California","ACSSF","ca","140","00","0005717",,,,,"06","037",,,"480601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480601","Census Tract 4806.01",,,,4070,14918.74,0.27281130260063,4070,1823,196,0,1303,0,206,542,4070,3134,1334,196,0,1303,0,0,301,936,489,0,0,0,0,206,241,32
"06037480602","Census Tract 4806.02, Los Angeles County, California","ACSSF","ca","140","00","0005718",,,,,"06","037",,,"480602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480602","Census Tract 4806.02",,,,4190,6651.917,0.62989365201692,4190,2317,201,13,910,0,207,542,4190,3594,2065,201,2,883,0,30,413,596,252,0,11,27,0,177,129,32
"06037480702","Census Tract 4807.02, Los Angeles County, California","ACSSF","ca","140","00","0005719",,,,,"06","037",,,"480702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480702","Census Tract 4807.02",,,,4659,5545.414,0.84015369955382,4659,1542,169,0,2258,0,146,544,4659,3872,1275,161,0,2258,0,0,178,787,267,8,0,0,0,146,366,34
"06037480703","Census Tract 4807.03, Los Angeles County, California","ACSSF","ca","140","00","0005720",,,,,"06","037",,,"480703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480703","Census Tract 4807.03",,,,4265,9740.532,0.43786110205916,4265,1927,224,0,1536,0,215,363,4265,3204,1460,100,0,1536,0,0,108,1061,467,124,0,0,0,215,255,31
"06037480704","Census Tract 4807.04, Los Angeles County, California","ACSSF","ca","140","00","0005721",,,,,"06","037",,,"480704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480704","Census Tract 4807.04",,,,4390,10632.08,0.412901140854707,4390,1783,305,71,1582,0,310,339,4390,3518,1406,305,56,1572,0,22,157,872,377,0,15,10,0,288,182,32
"06037480802","Census Tract 4808.02, Los Angeles County, California","ACSSF","ca","140","00","0005722",,,,,"06","037",,,"480802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480802","Census Tract 4808.02",,,,3247,4887.153,0.664394970169746,3247,600,8,0,989,7,1275,368,3247,1306,230,8,0,989,7,0,72,1941,370,0,0,0,0,1275,296,28
"06037480803","Census Tract 4808.03, Los Angeles County, California","ACSSF","ca","140","00","0005723",,,,,"06","037",,,"480803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480803","Census Tract 4808.03",,,,3276,7772.719,0.421474153548202,3276,1131,37,52,771,0,791,494,3276,1426,436,24,13,771,0,90,92,1850,695,13,39,0,0,701,402,35
"06037480804","Census Tract 4808.04, Los Angeles County, California","ACSSF","ca","140","00","0005724",,,,,"06","037",,,"480804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480804","Census Tract 4808.04",,,,5151,15912.33,0.323711152329663,5151,885,290,14,2304,0,1103,555,5151,3132,403,270,0,2294,0,0,165,2019,482,20,14,10,0,1103,390,32
"06037480901","Census Tract 4809.01, Los Angeles County, California","ACSSF","ca","140","00","0005725",,,,,"06","037",,,"480901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480901","Census Tract 4809.01",,,,4690,12767.47,0.367339925899271,4690,600,222,33,2396,0,1239,200,4690,3110,302,222,33,2396,0,0,157,1580,298,0,0,0,0,1239,43,27
"06037480902","Census Tract 4809.02, Los Angeles County, California","ACSSF","ca","140","00","0005726",,,,,"06","037",,,"480902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480902","Census Tract 4809.02",,,,4527,22833.56,0.198260764142537,4527,885,56,5,2294,26,917,344,4527,2660,193,56,0,2281,26,5,99,1867,692,0,5,13,0,912,245,29
"06037480903","Census Tract 4809.03, Los Angeles County, California","ACSSF","ca","140","00","0005727",,,,,"06","037",,,"480903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037480903","Census Tract 4809.03",,,,2966,9556.664,0.310359353016307,2966,516,11,3,1838,0,362,236,2966,2148,257,11,3,1833,0,0,44,818,259,0,0,5,0,362,192,30
"06037481001","Census Tract 4810.01, Los Angeles County, California","ACSSF","ca","140","00","0005728",,,,,"06","037",,,"481001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481001","Census Tract 4810.01",,,,4695,11584.83,0.405271375774714,4695,748,324,14,2670,0,863,76,4695,3488,486,302,7,2661,0,24,8,1207,262,22,7,9,0,839,68,29
"06037481002","Census Tract 4810.02, Los Angeles County, California","ACSSF","ca","140","00","0005729",,,,,"06","037",,,"481002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481002","Census Tract 4810.02",,,,5318,14733.36,0.360949548800998,5318,1024,0,77,2661,0,1163,393,5318,3598,807,0,77,2649,0,0,65,1720,217,0,0,12,0,1163,328,28
"06037481101","Census Tract 4811.01, Los Angeles County, California","ACSSF","ca","140","00","0005730",,,,,"06","037",,,"481101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481101","Census Tract 4811.01",,,,4110,11971.05,0.343328231636594,4110,1164,34,5,2014,0,655,238,4110,2760,618,34,5,1989,0,3,111,1350,546,0,0,25,0,652,127,34
"06037481102","Census Tract 4811.02, Los Angeles County, California","ACSSF","ca","140","00","0005731",,,,,"06","037",,,"481102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481102","Census Tract 4811.02",,,,3863,16249.58,0.237729286776618,3863,678,72,21,2179,0,594,319,3863,2777,445,72,5,2179,0,0,76,1086,233,0,16,0,0,594,243,31
"06037481103","Census Tract 4811.03, Los Angeles County, California","ACSSF","ca","140","00","0005732",,,,,"06","037",,,"481103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481103","Census Tract 4811.03",,,,5219,9562.168,0.54579673728218,5219,578,14,14,2817,0,1577,219,5219,3394,331,14,0,2817,0,212,20,1825,247,0,14,0,0,1365,199,30
"06037481201","Census Tract 4812.01, Los Angeles County, California","ACSSF","ca","140","00","0005733",,,,,"06","037",,,"481201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481201","Census Tract 4812.01",,,,4238,10630.81,0.398652426188847,4238,550,20,28,2570,0,698,372,4238,2869,214,11,0,2556,0,0,88,1369,336,9,28,14,0,698,284,32
"06037481203","Census Tract 4812.03, Los Angeles County, California","ACSSF","ca","140","00","0005734",,,,,"06","037",,,"481203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037481203","Census Tract 4812.03",,,,6216,10323.84,0.60210163135891,6216,1068,0,0,3417,0,1220,511,6216,4129,617,0,0,3417,0,0,95,2087,451,0,0,0,0,1220,416,34
