Geo_FIPS,Geo_QName,Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,SE_A04001_001,SE_A04001_002,SE_A04001_003,SE_A04001_004,SE_A04001_005,SE_A04001_006,SE_A04001_007,SE_A04001_008,SE_A04001_009,SE_A04001_010,SE_A04001_011,SE_A04001_012,SE_A04001_013,SE_A04001_014,SE_A04001_015,SE_A04001_016,SE_A04001_017,SE_A09003_001
"06037203602","Census Tract 2036.02, Los Angeles County, California","ACSSF","ca","140","00","0004760",,,,,"06","037",,,"203602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203602","Census Tract 2036.02",,,,1844,21377.07,0.0862606313233884,1844,736,48,0,57,0,991,12,1844,153,48,48,0,57,0,0,0,1691,688,0,0,0,0,991,12,29
"06037203710","Census Tract 2037.10, Los Angeles County, California","ACSSF","ca","140","00","0004761",,,,,"06","037",,,"203710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203710","Census Tract 2037.10",,,,3516,32283.95,0.108908612703997,3516,1444,15,88,15,0,1774,180,3516,107,77,15,0,15,0,0,0,3409,1367,0,88,0,0,1774,180,33
"06037203720","Census Tract 2037.20, Los Angeles County, California","ACSSF","ca","140","00","0004762",,,,,"06","037",,,"203720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203720","Census Tract 2037.20",,,,3882,31317.81,0.123955014463387,3882,937,0,219,40,73,2389,224,3882,93,46,0,0,40,0,0,7,3789,891,0,219,0,73,2389,217,33
"06037203800","Census Tract 2038, Los Angeles County, California","ACSSF","ca","140","00","0004763",,,,,"06","037",,,"203800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203800","Census Tract 2038",,,,4637,24640.94,0.188182725170927,4637,1225,25,307,86,0,2763,231,4637,115,51,25,0,39,0,0,0,4522,1174,0,307,47,0,2763,231,28
"06037203900","Census Tract 2039, Los Angeles County, California","ACSSF","ca","140","00","0004764",,,,,"06","037",,,"203900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037203900","Census Tract 2039",,,,3181,18370.55,0.173157559031162,3181,676,0,35,73,0,2288,109,3181,150,100,0,0,50,0,0,0,3031,576,0,35,23,0,2288,109,30
"06037204110","Census Tract 2041.10, Los Angeles County, California","ACSSF","ca","140","00","0004765",,,,,"06","037",,,"204110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204110","Census Tract 2041.10",,,,3372,14464.46,0.233123087828978,3372,588,32,2,16,0,2357,377,3372,181,101,32,2,16,0,0,30,3191,487,0,0,0,0,2357,347,31
"06037204120","Census Tract 2041.20, Los Angeles County, California","ACSSF","ca","140","00","0004766",,,,,"06","037",,,"204120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204120","Census Tract 2041.20",,,,2638,25939.02,0.101700085096919,2638,931,25,19,16,0,1578,69,2638,126,55,25,6,16,0,17,7,2512,876,0,13,0,0,1561,62,28
"06037204200","Census Tract 2042, Los Angeles County, California","ACSSF","ca","140","00","0004767",,,,,"06","037",,,"204200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204200","Census Tract 2042",,,,3459,29743.39,0.116294747311571,3459,1252,13,0,127,0,1918,149,3459,169,29,13,0,127,0,0,0,3290,1223,0,0,0,0,1918,149,32
"06037204300","Census Tract 2043, Los Angeles County, California","ACSSF","ca","140","00","0004768",,,,,"06","037",,,"204300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204300","Census Tract 2043",,,,5357,21561.63,0.248450571971762,5357,1932,19,23,81,0,2948,354,5357,229,121,19,0,81,0,0,8,5128,1811,0,23,0,0,2948,346,32
"06037204410","Census Tract 2044.10, Los Angeles County, California","ACSSF","ca","140","00","0004769",,,,,"06","037",,,"204410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204410","Census Tract 2044.10",,,,2633,22970.59,0.114624855404735,2633,586,0,5,22,0,1823,197,2633,113,33,0,0,22,0,0,58,2520,553,0,5,0,0,1823,139,31
"06037204420","Census Tract 2044.20, Los Angeles County, California","ACSSF","ca","140","00","0004770",,,,,"06","037",,,"204420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204420","Census Tract 2044.20",,,,3088,26477.97,0.116625250773363,3088,722,118,140,17,0,1958,133,3088,213,65,118,0,11,0,0,19,2875,657,0,140,6,0,1958,114,31
"06037204600","Census Tract 2046, Los Angeles County, California","ACSSF","ca","140","00","0004771",,,,,"06","037",,,"204600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204600","Census Tract 2046",,,,4092,18785.33,0.217829580677594,4092,1229,56,16,134,0,1719,938,4092,354,143,56,0,124,0,16,15,3738,1086,0,16,10,0,1703,923,38
"06037204700","Census Tract 2047, Los Angeles County, California","ACSSF","ca","140","00","0004772",,,,,"06","037",,,"204700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204700","Census Tract 2047",,,,5224,13382.09,0.39037246504617,5224,1862,47,55,46,0,2920,294,5224,231,121,47,5,35,0,0,23,4993,1741,0,50,11,0,2920,271,31
"06037204810","Census Tract 2048.10, Los Angeles County, California","ACSSF","ca","140","00","0004773",,,,,"06","037",,,"204810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204810","Census Tract 2048.10",,,,4947,16637.97,0.297331879529944,4947,1762,50,44,8,0,2712,371,4947,185,0,50,0,8,0,105,22,4762,1762,0,44,0,0,2607,349,30
"06037204820","Census Tract 2048.20, Los Angeles County, California","ACSSF","ca","140","00","0004774",,,,,"06","037",,,"204820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204820","Census Tract 2048.20",,,,2242,18137.94,0.123608294710246,2242,580,38,45,21,0,1328,230,2242,107,48,38,0,21,0,0,0,2135,532,0,45,0,0,1328,230,28
"06037204910","Census Tract 2049.10, Los Angeles County, California","ACSSF","ca","140","00","0004775",,,,,"06","037",,,"204910",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204910","Census Tract 2049.10",,,,3162,15799.65,0.200131043078192,3162,1314,22,10,17,0,1458,341,3162,147,132,11,0,4,0,0,0,3015,1182,11,10,13,0,1458,341,32
"06037204920","Census Tract 2049.20, Los Angeles County, California","ACSSF","ca","140","00","0004776",,,,,"06","037",,,"204920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037204920","Census Tract 2049.20",,,,2535,7215.188,0.351342168380703,2535,871,14,5,0,0,1444,201,2535,76,56,14,0,0,0,0,6,2459,815,0,5,0,0,1444,195,31
"06037205110","Census Tract 2051.10, Los Angeles County, California","ACSSF","ca","140","00","0004777",,,,,"06","037",,,"205110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037205110","Census Tract 2051.10",,,,3478,31390.84,0.110796652339702,3478,945,25,19,56,0,2287,146,3478,127,40,25,19,43,0,0,0,3351,905,0,0,13,0,2287,146,29
"06037205120","Census Tract 2051.20, Los Angeles County, California","ACSSF","ca","140","00","0004778",,,,,"06","037",,,"205120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037205120","Census Tract 2051.20",,,,3641,6431.999,0.566075981819221,3641,899,84,6,5,0,1939,708,3641,103,14,84,0,5,0,0,0,3538,885,0,6,0,0,1939,708,27
"06037206010","Census Tract 2060.10, Los Angeles County, California","ACSSF","ca","140","00","0004779",,,,,"06","037",,,"206010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206010","Census Tract 2060.10",,,,3864,7056.944,0.547545780134889,3864,1008,82,0,1207,0,1483,84,3864,1747,433,82,0,1207,0,8,17,2117,575,0,0,0,0,1475,67,33
"06037206020","Census Tract 2060.20, Los Angeles County, California","ACSSF","ca","140","00","0004780",,,,,"06","037",,,"206020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206020","Census Tract 2060.20",,,,10614,32600.49,0.325577956345744,10614,2772,3693,169,359,44,2227,1350,10614,6190,1784,3578,20,359,44,139,266,4424,988,115,149,0,0,2088,1084,38
"06037206050","Census Tract 2060.50, Los Angeles County, California","ACSSF","ca","140","00","0004781",,,,,"06","037",,,"206050",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206050","Census Tract 2060.50",,,,2194,3457.675,0.634530353036385,2194,525,69,33,124,0,1003,440,2194,311,105,52,1,123,0,20,10,1883,420,17,32,1,0,983,430,31
"06037206051","Census Tract 2060.51, Los Angeles County, California","ACSSF","ca","140","00","0004782",,,,,"06","037",,,"206051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206051","Census Tract 2060.51",,,,1197,842.0374,1.42155214618755,1197,930,16,0,170,0,47,34,1197,878,674,0,0,170,0,0,34,319,256,16,0,0,0,47,0,25
"06037206052","Census Tract 2060.52, Los Angeles County, California","ACSSF","ca","140","00","0004783",,,,,"06","037",,,"206052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206052","Census Tract 2060.52",,,,3065,8744.908,0.350489654778323,3065,972,200,0,1298,55,263,277,3065,2556,820,154,0,1298,55,0,229,509,152,46,0,0,0,263,48,36
"06037206053","Census Tract 2060.53, Los Angeles County, California","ACSSF","ca","140","00","0004784",,,,,"06","037",,,"206053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206053","Census Tract 2060.53",,,,2973,13750.06,0.216217217994832,2973,926,136,71,319,0,1440,81,2973,744,231,136,19,319,0,39,0,2229,695,0,52,0,0,1401,81,31
"06037206054","Census Tract 2060.54, Los Angeles County, California","ACSSF","ca","140","00","0004785",,,,,"06","037",,,"206054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206054","Census Tract 2060.54",,,,2397,15635.19,0.153308046214886,2397,503,19,0,423,0,1245,207,2397,455,13,19,0,423,0,0,0,1942,490,0,0,0,0,1245,207,29
"06037206201","Census Tract 2062.01, Los Angeles County, California","ACSSF","ca","140","00","0004786",,,,,"06","037",,,"206201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206201","Census Tract 2062.01",,,,2134,27520.28,0.0775428303142717,2134,523,374,8,866,0,237,126,2134,1810,456,374,0,866,0,6,108,324,67,0,8,0,0,231,18,35
"06037206202","Census Tract 2062.02, Los Angeles County, California","ACSSF","ca","140","00","0004787",,,,,"06","037",,,"206202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206202","Census Tract 2062.02",,,,1839,12604.07,0.145905309213788,1839,325,366,0,891,0,142,115,1839,1590,301,341,0,891,0,0,57,249,24,25,0,0,0,142,58,36
"06037206301","Census Tract 2063.01, Los Angeles County, California","ACSSF","ca","140","00","0004788",,,,,"06","037",,,"206301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206301","Census Tract 2063.01",,,,1819,34783.04,0.0522956090916251,1819,549,919,22,35,0,210,84,1819,1495,480,892,0,35,0,4,84,324,69,27,22,0,0,206,0,35
"06037206302","Census Tract 2063.02, Los Angeles County, California","ACSSF","ca","140","00","0004789",,,,,"06","037",,,"206302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206302","Census Tract 2063.02",,,,1822,101653.5,0.0179236351674216,1822,455,880,72,28,0,118,269,1822,1478,412,864,45,28,0,0,129,344,43,16,27,0,0,118,140,47
"06037206303","Census Tract 2063.03, Los Angeles County, California","ACSSF","ca","140","00","0004790",,,,,"06","037",,,"206303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037206303","Census Tract 2063.03",,,,2430,14475.16,0.167873750766413,2430,699,1014,95,99,16,242,265,2430,1785,560,1003,56,88,0,23,55,645,139,11,39,11,16,219,210,35
"06037207101","Census Tract 2071.01, Los Angeles County, California","ACSSF","ca","140","00","0004791",,,,,"06","037",,,"207101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207101","Census Tract 2071.01",,,,4054,34978.04,0.115901309195255,4054,776,486,92,1965,0,371,364,4054,3553,641,461,59,1965,0,96,331,501,135,25,33,0,0,275,33,33
"06037207102","Census Tract 2071.02, Los Angeles County, California","ACSSF","ca","140","00","0004792",,,,,"06","037",,,"207102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207102","Census Tract 2071.02",,,,3103,19363.52,0.160249777219045,3103,329,53,20,1770,0,786,145,3103,2230,294,53,0,1770,0,0,113,873,35,0,20,0,0,786,32,32
"06037207103","Census Tract 2071.03, Los Angeles County, California","ACSSF","ca","140","00","0004793",,,,,"06","037",,,"207103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207103","Census Tract 2071.03",,,,2055,16420.65,0.125147297979759,2055,223,61,5,1620,5,76,65,2055,1869,164,61,5,1610,0,0,29,186,59,0,0,10,5,76,36,22
"06037207303","Census Tract 2073.03, Los Angeles County, California","ACSSF","ca","140","00","0004794",,,,,"06","037",,,"207303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207303","Census Tract 2073.03",,,,2242,32803.55,0.0683462626081665,2242,1020,495,11,404,0,179,133,2242,1752,830,392,11,404,0,0,115,490,190,103,0,0,0,179,18,34
"06037207304","Census Tract 2073.04, Los Angeles County, California","ACSSF","ca","140","00","0004795",,,,,"06","037",,,"207304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207304","Census Tract 2073.04",,,,2101,108145.6,0.0194275031390107,2101,690,443,0,198,0,395,375,2101,1331,394,443,0,198,0,67,229,770,296,0,0,0,0,328,146,25
"06037207305","Census Tract 2073.05, Los Angeles County, California","ACSSF","ca","140","00","0004796",,,,,"06","037",,,"207305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207305","Census Tract 2073.05",,,,717,9158.175,0.0782907102272288,717,575,16,0,0,0,51,75,717,565,498,16,0,0,0,0,51,152,77,0,0,0,0,51,24,30
"06037207306","Census Tract 2073.06, Los Angeles County, California","ACSSF","ca","140","00","0004797",,,,,"06","037",,,"207306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207306","Census Tract 2073.06",,,,1978,31746.3,0.0623064662847859,1978,972,415,7,272,0,172,140,1978,1580,779,415,0,272,0,35,79,398,193,0,7,0,0,137,61,33
"06037207307","Census Tract 2073.07, Los Angeles County, California","ACSSF","ca","140","00","0004798",,,,,"06","037",,,"207307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207307","Census Tract 2073.07",,,,1461,77443.62,0.0188653383722241,1461,421,528,45,121,64,194,88,1461,1107,327,528,0,121,64,17,50,354,94,0,45,0,0,177,38,29
"06037207308","Census Tract 2073.08, Los Angeles County, California","ACSSF","ca","140","00","0004799",,,,,"06","037",,,"207308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207308","Census Tract 2073.08",,,,1288,72655.5,0.0177274952625263,1288,727,151,0,296,0,55,59,1288,1113,655,151,0,267,0,12,28,175,72,0,0,29,0,43,31,33
"06037207400","Census Tract 2074, Los Angeles County, California","ACSSF","ca","140","00","0004800",,,,,"06","037",,,"207400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207400","Census Tract 2074",,,,2122,6368.747,0.333189574623512,2122,765,313,29,496,0,356,163,2122,1260,417,313,10,496,0,0,24,862,348,0,19,0,0,356,139,22
"06037207501","Census Tract 2075.01, Los Angeles County, California","ACSSF","ca","140","00","0004801",,,,,"06","037",,,"207501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207501","Census Tract 2075.01",,,,2022,38986.62,0.0518639468599855,2022,705,189,0,563,12,283,270,2022,1504,686,189,0,563,0,0,66,518,19,0,0,0,12,283,204,31
"06037207502","Census Tract 2075.02, Los Angeles County, California","ACSSF","ca","140","00","0004802",,,,,"06","037",,,"207502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207502","Census Tract 2075.02",,,,3317,20533.94,0.161537427972639,3317,924,209,0,1851,0,108,225,3317,3072,864,209,0,1851,0,0,148,245,60,0,0,0,0,108,77,23
"06037207711","Census Tract 2077.11, Los Angeles County, California","ACSSF","ca","140","00","0004803",,,,,"06","037",,,"207711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207711","Census Tract 2077.11",,,,1881,7020.374,0.267934446028321,1881,1100,163,0,567,0,33,18,1881,1691,955,150,0,567,0,19,0,190,145,13,0,0,0,14,18,29
"06037207712","Census Tract 2077.12, Los Angeles County, California","ACSSF","ca","140","00","0004804",,,,,"06","037",,,"207712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207712","Census Tract 2077.12",,,,3947,25100.2,0.157249763319367,3947,1134,537,0,1558,0,329,389,3947,3118,906,509,0,1558,0,0,145,829,228,28,0,0,0,329,244,24
"06037207901","Census Tract 2079.01, Los Angeles County, California","ACSSF","ca","140","00","0004805",,,,,"06","037",,,"207901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207901","Census Tract 2079.01",,,,2991,38107.73,0.0784880084386491,2991,946,375,83,1046,0,391,150,2991,2233,613,375,83,1046,0,38,78,758,333,0,0,0,0,353,72,34
"06037207902","Census Tract 2079.02, Los Angeles County, California","ACSSF","ca","140","00","0004806",,,,,"06","037",,,"207902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037207902","Census Tract 2079.02",,,,6236,23080.48,0.270185035606343,6236,2301,518,32,2198,0,382,805,6236,4747,1638,518,0,2198,0,0,393,1489,663,0,32,0,0,382,412,28
"06037208001","Census Tract 2080.01, Los Angeles County, California","ACSSF","ca","140","00","0004807",,,,,"06","037",,,"208001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208001","Census Tract 2080.01",,,,2248,10108.57,0.222385586342485,2248,572,137,17,502,0,888,132,2248,1180,409,137,0,502,0,0,132,1068,163,0,17,0,0,888,0,27
"06037208002","Census Tract 2080.02, Los Angeles County, California","ACSSF","ca","140","00","0004808",,,,,"06","037",,,"208002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208002","Census Tract 2080.02",,,,4545,29787.38,0.152581401921553,4545,533,79,0,205,0,3391,337,4545,620,273,79,0,205,0,0,63,3925,260,0,0,0,0,3391,274,33
"06037208301","Census Tract 2083.01, Los Angeles County, California","ACSSF","ca","140","00","0004809",,,,,"06","037",,,"208301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208301","Census Tract 2083.01",,,,2068,57620.3,0.0358901276762672,2068,520,22,58,73,0,1320,75,2068,185,65,22,6,73,0,0,19,1883,455,0,52,0,0,1320,56,35
"06037208302","Census Tract 2083.02, Los Angeles County, California","ACSSF","ca","140","00","0004810",,,,,"06","037",,,"208302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208302","Census Tract 2083.02",,,,5007,29474.9,0.16987337393069,5007,1494,661,134,541,0,1900,277,5007,1598,374,579,0,541,0,72,32,3409,1120,82,134,0,0,1828,245,38
"06037208401","Census Tract 2084.01, Los Angeles County, California","ACSSF","ca","140","00","0004811",,,,,"06","037",,,"208401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208401","Census Tract 2084.01",,,,4217,47553.86,0.0886784031431806,4217,526,52,114,1390,8,1952,175,4217,1650,176,52,10,1359,8,0,45,2567,350,0,104,31,0,1952,130,37
"06037208402","Census Tract 2084.02, Los Angeles County, California","ACSSF","ca","140","00","0004812",,,,,"06","037",,,"208402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208402","Census Tract 2084.02",,,,2856,21708.01,0.131564316128106,2856,995,42,20,433,10,1079,277,2856,811,256,42,0,433,10,19,51,2045,739,0,20,0,0,1060,226,33
"06037208501","Census Tract 2085.01, Los Angeles County, California","ACSSF","ca","140","00","0004813",,,,,"06","037",,,"208501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208501","Census Tract 2085.01",,,,2590,27580.37,0.0939073848990806,2590,526,17,0,1083,0,874,90,2590,1371,219,17,0,1083,0,0,52,1219,307,0,0,0,0,874,38,35
"06037208502","Census Tract 2085.02, Los Angeles County, California","ACSSF","ca","140","00","0004814",,,,,"06","037",,,"208502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208502","Census Tract 2085.02",,,,3993,39617.31,0.100789270066116,3993,1041,146,45,600,0,1958,203,3993,1104,299,134,24,592,0,0,55,2889,742,12,21,8,0,1958,148,32
"06037208610","Census Tract 2086.10, Los Angeles County, California","ACSSF","ca","140","00","0004815",,,,,"06","037",,,"208610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208610","Census Tract 2086.10",,,,4382,32414.52,0.135186340631694,4382,918,113,16,1487,59,1497,292,4382,2178,393,113,6,1487,51,0,128,2204,525,0,10,0,8,1497,164,36
"06037208620","Census Tract 2086.20, Los Angeles County, California","ACSSF","ca","140","00","0004816",,,,,"06","037",,,"208620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208620","Census Tract 2086.20",,,,4010,32022.38,0.125224904516932,4010,795,341,83,1117,140,1033,501,4010,2205,407,341,65,1117,140,0,135,1805,388,0,18,0,0,1033,366,34
"06037208710","Census Tract 2087.10, Los Angeles County, California","ACSSF","ca","140","00","0004817",,,,,"06","037",,,"208710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208710","Census Tract 2087.10",,,,4846,73665.23,0.0657840885749278,4846,634,250,115,2323,0,1366,158,4846,3199,390,250,115,2311,0,9,124,1647,244,0,0,12,0,1357,34,34
"06037208720","Census Tract 2087.20, Los Angeles County, California","ACSSF","ca","140","00","0004818",,,,,"06","037",,,"208720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208720","Census Tract 2087.20",,,,3602,56630.83,0.0636049278992798,3602,2145,139,70,213,0,872,163,3602,939,587,139,0,213,0,0,0,2663,1558,0,70,0,0,872,163,44
"06037208801","Census Tract 2088.01, Los Angeles County, California","ACSSF","ca","140","00","0004819",,,,,"06","037",,,"208801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208801","Census Tract 2088.01",,,,3198,35359.48,0.0904425039807134,3198,840,503,63,704,0,904,184,3198,1762,433,503,0,704,0,0,122,1436,407,0,63,0,0,904,62,31
"06037208802","Census Tract 2088.02, Los Angeles County, California","ACSSF","ca","140","00","0004820",,,,,"06","037",,,"208802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208802","Census Tract 2088.02",,,,2864,35072.82,0.0816586794996734,2864,961,200,9,847,0,699,148,2864,1448,354,187,0,847,0,25,35,1416,607,13,9,0,0,674,113,38
"06037208902","Census Tract 2089.02, Los Angeles County, California","ACSSF","ca","140","00","0004821",,,,,"06","037",,,"208902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208902","Census Tract 2089.02",,,,2529,35588.78,0.0710617192048766,2529,779,127,66,102,0,1255,200,2529,285,56,127,0,102,0,0,0,2244,723,0,66,0,0,1255,200,41
"06037208903","Census Tract 2089.03, Los Angeles County, California","ACSSF","ca","140","00","0004822",,,,,"06","037",,,"208903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208903","Census Tract 2089.03",,,,3758,61104.26,0.0615014432499301,3758,1233,326,70,117,0,1869,143,3758,575,128,326,0,117,0,4,0,3183,1105,0,70,0,0,1865,143,43
"06037208904","Census Tract 2089.04, Los Angeles County, California","ACSSF","ca","140","00","0004823",,,,,"06","037",,,"208904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037208904","Census Tract 2089.04",,,,4197,96963.41,0.0432843704295155,4197,1051,105,85,441,0,2182,333,4197,662,109,91,0,441,0,0,21,3535,942,14,85,0,0,2182,312,33
"06037209103","Census Tract 2091.03, Los Angeles County, California","ACSSF","ca","140","00","0004824",,,,,"06","037",,,"209103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209103","Census Tract 2091.03",,,,3797,79298.34,0.0478824612314806,3797,1304,254,7,16,0,2183,33,3797,330,64,240,0,16,0,0,10,3467,1240,14,7,0,0,2183,23,38
"06037209104","Census Tract 2091.04, Los Angeles County, California","ACSSF","ca","140","00","0004825",,,,,"06","037",,,"209104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209104","Census Tract 2091.04",,,,2489,92147.86,0.0270109359580044,2489,771,237,19,81,0,1115,266,2489,447,110,237,0,81,0,5,14,2042,661,0,19,0,0,1110,252,37
"06037209105","Census Tract 2091.05, Los Angeles County, California","ACSSF","ca","140","00","0004826",,,,,"06","037",,,"209105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209105","Census Tract 2091.05",,,,3496,108794,0.032134125717957,3496,1478,121,0,304,0,1593,0,3496,453,0,121,0,304,0,28,0,3043,1478,0,0,0,0,1565,0,36
"06037209106","Census Tract 2091.06, Los Angeles County, California","ACSSF","ca","140","00","0004827",,,,,"06","037",,,"209106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209106","Census Tract 2091.06",,,,2382,27836.89,0.0855698945323299,2382,832,284,0,455,0,726,85,2382,1224,419,284,0,455,0,0,66,1158,413,0,0,0,0,726,19,30
"06037209201","Census Tract 2092.01, Los Angeles County, California","ACSSF","ca","140","00","0004828",,,,,"06","037",,,"209201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037209201","Census Tract 2092.01",,,,3036,46754.69,0.0649346637899481,3036,826,533,0,1005,137,294,241,3036,2542,731,506,0,1005,137,21,142,494,95,27,0,0,0,273,99,21
